Year,Category,Nominee,Additional Info
2011,Actress - Leading Role,Jennifer Lawrence,Winter's Bone
2011,Actress - Leading Role,Natalie Portman,Black Swan
2011,Actress - Leading Role,Michelle Williams,Blue Valentine
2011,Actress - Supporting Role,Amy Adams,The Fighter
2011,Actress - Supporting Role,Helena Bonham Carter,The King's Speech
2011,Actress - Supporting Role,Melissa Leo,The Fighter
2011,Actress - Supporting Role,Hailee Steinfeld,True Grit
2011,Actress - Supporting Role,Jacki Weaver,Animal Kingdom
2011,Animated Feature,How to Train Your Dragon,NONE
2011,Animated Feature,The Illusionist,NONE
2011,Animated Feature,Toy Story 3,NONE
2011,Best Picture,Black Swan,NONE
2011,Best Picture,The Fighter,NONE
2011,Best Picture,Inception,NONE
2011,Best Picture,The Kids Are All Right,NONE
2011,Best Picture,The King's Speech,NONE
2011,Best Picture,127 Hours,NONE
2011,Best Picture,The Social Network,NONE
2011,Best Picture,Toy Story 3,NONE
2011,Best Picture,True Grit,NONE
2011,Best Picture,Winter's Bone,NONE
2011,Cinematography,Black Swan,NONE
2011,Cinematography,Inception,NONE
2011,Cinematography,The King's Speech,NONE
2011,Cinematography,The Social Network,NONE
2011,Cinematography,True Grit,NONE
2011,Costume Design,Alice in Wonderland,NONE
2011,Costume Design,I Am Love,NONE
2011,Costume Design,The King's Speech,NONE
2011,Costume Design,The Tempest,NONE
2011,Costume Design,True Grit,NONE
2011,Director,Black Swan,NONE
2011,Director,The Fighter,NONE
2011,Director,The King's Speech,NONE
2011,Director,The Social Network,NONE
2011,Director,True Grit,NONE
2011,Documentary,Exit through the Gift Shop,NONE
2011,Documentary,Gasland,NONE
2011,Documentary,Inside Job,NONE
2011,Documentary,Restrepo,NONE
2011,Documentary,Waste Land,NONE
2011,Documentary,Killing in the Name,NONE
2011,Documentary,Poster Girl,NONE
2011,Documentary,Strangers No More,NONE
2011,Documentary,Sun Come Up,NONE
2011,Documentary,The Warriors of Qiugang,NONE
2011,Film Editing,Black Swan,NONE
2011,Film Editing,The Fighter,NONE
2011,Film Editing,The King's Speech,NONE
2011,Film Editing,127 Hours,NONE
2011,Film Editing,The Social Network,NONE
2011,Foreign Language Film,Biutiful,NONE
2011,Foreign Language Film,Dogtooth,NONE
2011,Foreign Language Film,In a Better World,NONE
2011,Foreign Language Film,Incendies,NONE
2011,Foreign Language Film,Outside the Law,NONE
2011,Makeup and Hairstyling,Barney's Version,NONE
2011,Makeup and Hairstyling,The Way Back,NONE
2011,Makeup and Hairstyling,The Wolfman,NONE
2011,Production Design,Alice in Wonderland,NONE
2011,Production Design,Harry Potter and the Deathly Hallows Part 1,NONE
2011,Production Design,Inception,NONE
2011,Production Design,The King's Speech,NONE
2011,Production Design,True Grit,NONE
2011,Score,How to Train Your Dragon,NONE
2011,Score,Inception,NONE
2011,Score,The King's Speech,NONE
2011,Score,127 Hours,NONE
2011,Score,The Social Network,NONE
2011,Score,Country Strong,NONE
2011,Score,Tangled,NONE
2011,Score,127 Hours,NONE
2011,Score,Toy Story 3,NONE
2011,Screenplay - Adapted,127 Hours,NONE
2011,Screenplay - Adapted,The Social Network,NONE
2011,Screenplay - Adapted,Toy Story 3,NONE
2011,Screenplay - Adapted,True Grit,NONE
2011,Screenplay - Adapted,Winter's Bone,NONE
2011,Screenplay - Original,Another Year,NONE
2011,Screenplay - Original,The Fighter,NONE
2011,Screenplay - Original,Inception,NONE
2011,Screenplay - Original,The Kids Are All Right,NONE
2011,Screenplay - Original,The King's Speech,NONE
2011,Visual Effects,Alice in Wonderland,NONE
2011,Visual Effects,Harry Potter and the Deathly Hallows Part 1,NONE
2011,Visual Effects,Hereafter,NONE
2011,Visual Effects,Inception,NONE
2011,Visual Effects,Iron Man 2,NONE
2011,Filler Data,Filler Data,NONE
2010,Actor - Leading Role,Jeff Bridges,Crazy Heart
2010,Actor - Leading Role,George Clooney,Up in the Air
2010,Actor - Leading Role,Colin Firth,A Single Man
2010,Actor - Leading Role,Morgan Freeman,Invictus
2010,Actor - Leading Role,Jeremy Renner,The Hurt Locker
2010,Actor - Supporting Role,Matt Damon,Invictus
2010,Actor - Supporting Role,Woody Harrelson,The Messenger
2010,Actor - Supporting Role,Christopher Plummer,The Last Station
2010,Actor - Supporting Role,Stanley Tucci,The Lovely Bones
2010,Actor - Supporting Role,Christoph Waltz,Inglourious Basterds
2010,Actress - Leading Role,Sandra Bullock,The Blind Side
2010,Actress - Leading Role,Helen Mirren,The Last Station
2010,Actress - Leading Role,Carey Mulligan,An Education
2010,Actress - Leading Role,Gabourey Sidibe,Precious Based on the Novel 'Push' by Sapphire
2010,Actress - Leading Role,Meryl Streep,Julie Julia
2010,Actress - Supporting Role,Penelope Cruz,Nine
2010,Actress - Supporting Role,Vera Farmiga,Up in the Air
2010,Actress - Supporting Role,Maggie Gyllenhaal,Crazy Heart
2010,Actress - Supporting Role,Anna Kendrick,Up in the Air
2010,Actress - Supporting Role,Mo'Nique,Precious Based on the Novel 'Push' by Sapphire
2010,Animated Feature,Coraline,NONE
2010,Animated Feature,Fantastic Mr Fox,NONE
2010,Animated Feature,The Princess and the Frog,NONE
2010,Animated Feature,The Secret of Kells,NONE
2010,Animated Feature,Up,NONE
2010,Best Picture,Avatar,NONE
2010,Best Picture,The Blind Side,NONE
2010,Best Picture,District 9,NONE
2010,Best Picture,An Education,NONE
2010,Best Picture,The Hurt Locker,NONE
2010,Best Picture,Inglourious Basterds,NONE
2010,Best Picture,Precious Based on the Novel 'Push' by Sapphire,NONE
2010,Best Picture,A Serious Man,NONE
2010,Best Picture,Up,NONE
2010,Best Picture,Up in the Air,NONE
2010,Cinematography,Avatar,NONE
2010,Cinematography,Harry Potter and the Half Blood Prince,NONE
2010,Cinematography,The Hurt Locker,NONE
2010,Cinematography,Inglourious Basterds,NONE
2010,Cinematography,The White Ribbon,NONE
2010,Costume Design,Bright Star,NONE
2010,Costume Design,Coco before Chanel,NONE
2010,Costume Design,The Imaginarium of Doctor Parnassus,NONE
2010,Costume Design,Nine,NONE
2010,Costume Design,The Young Victoria,NONE
2010,Director,Avatar,NONE
2010,Director,The Hurt Locker,NONE
2010,Director,Inglourious Basterds,NONE
2010,Director,Precious Based on the Novel 'Push' by Sapphire,NONE
2010,Director,Up in the Air,NONE
2010,Documentary,Burma VJ,NONE
2010,Documentary,The Cove,NONE
2010,Documentary,Food Inc,NONE
2010,Documentary,The Most Dangerous Man in America Daniel Ellsberg and the Pentagon Papers,NONE
2010,Documentary,Which Way Home,NONE
2010,Documentary,China's Unnatural Disaster The Tears of Sichuan Province,NONE
2010,Documentary,The Last Campaign of Governor Booth Gardner,NONE
2010,Documentary,The Last Truck Closing of a GM Plant,NONE
2010,Documentary,Score by Prudence,NONE
2010,Documentary,Rabbit la Berlin,NONE
2010,Film Editing,Avatar,NONE
2010,Film Editing,District 9,NONE
2010,Film Editing,The Hurt Locker,NONE
2010,Film Editing,Inglourious Basterds,NONE
2010,Film Editing,Precious Based on the Novel 'Push' by Sapphire,NONE
2010,Foreign Language Film,Ajami,NONE
2010,Foreign Language Film,The Milk of Sorrow,NONE
2010,Foreign Language Film,A Prophet,NONE
2010,Foreign Language Film,The Secret in Their Eyes,NONE
2010,Foreign Language Film,The White Ribbon,NONE
2010,Makeup and Hairstyling,Il Divo,NONE
2010,Makeup and Hairstyling,Star Trek,NONE
2010,Makeup and Hairstyling,The Young Victoria,NONE
2010,Production Design,Avatar,NONE
2010,Production Design,The Imaginarium of Doctor Parnassus,NONE
2010,Production Design,Nine,NONE
2010,Production Design,Sherlock Holmes,NONE
2010,Production Design,The Young Victoria,NONE
2010,Score,Avatar,NONE
2010,Score,Fantastic Mr Fox,NONE
2010,Score,The Hurt Locker,NONE
2010,Score,Sherlock Holmes,NONE
2010,Score,Up,NONE
2010,Score,The Princess and the Frog,NONE
2010,Score,The Princess and the Frog,NONE
2010,Score,Paris 36,NONE
2010,Score,Nine,NONE
2010,Score,Crazy Heart,NONE
2010,Screenplay - Adapted,District 9,NONE
2010,Screenplay - Adapted,An Education,NONE
2010,Screenplay - Adapted,In the Loop,NONE
2010,Screenplay - Adapted,Precious Based on the Novel 'Push' by Sapphire,NONE
2010,Screenplay - Adapted,Up in the Air,NONE
2010,Screenplay - Original,The Hurt Locker,NONE
2010,Screenplay - Original,Inglourious Basterds,NONE
2010,Screenplay - Original,The Messenger,NONE
2010,Screenplay - Original,A Serious Man,NONE
2010,Screenplay - Original,Up,NONE
2010,Visual Effects,Avatar,NONE
2010,Visual Effects,District 9,NONE
2010,Visual Effects,Star Trek,NONE
2010,Filler Data,Filler Data,NONE
2009,Actor - Leading Role,Richard Jenkins,The Visitor
2009,Actor - Leading Role,Frank Langella,Frost/Nixon
2009,Actor - Leading Role,Sean Penn,Milk
2009,Actor - Leading Role,Brad Pitt,The Curious Case of Benjamin Button
2009,Actor - Leading Role,Mickey Rourke,The Wrestler
2009,Actor - Supporting Role,Josh Brolin,Milk
2009,Actor - Supporting Role,Robert Downey Jr,Tropic Thunder
2009,Actor - Supporting Role,Philip Seymour Hoffman,Doubt
2009,Actor - Supporting Role,Heath Ledger,The Dark Knight
2009,Actor - Supporting Role,Michael Shannon,Revolutionary Road
2009,Actress - Leading Role,Anne Hathaway,Rachel Getting Married
2009,Actress - Leading Role,Angelina Jolie,Changeling
2009,Actress - Leading Role,Melissa Leo,Frozen River
2009,Actress - Leading Role,Meryl Streep,Doubt
2009,Actress - Leading Role,Kate Winslet,The Reader
2009,Actress - Supporting Role,Amy Adams,Doubt
2009,Actress - Supporting Role,Penelope Cruz,Vicky Cristina Barcelona
2009,Actress - Supporting Role,Viola Davis,Doubt
2009,Actress - Supporting Role,Taraji P Henson,The Curious Case of Benjamin Button
2009,Actress - Supporting Role,Marisa Tomei,The Wrestler
2009,Animated Feature,Bolt,NONE
2009,Animated Feature,Kung Fu Panda,NONE
2009,Animated Feature,WALL E,NONE
2009,Best Picture,The Curious Case of Benjamin Button,NONE
2009,Best Picture,Frost/Nixon,NONE
2009,Best Picture,Milk,NONE
2009,Best Picture,The Reader,NONE
2009,Best Picture,Slumdog Millionaire,NONE
2009,Cinematography,Changeling,NONE
2009,Cinematography,The Curious Case of Benjamin Button,NONE
2009,Cinematography,The Dark Knight,NONE
2009,Cinematography,The Reader,NONE
2009,Cinematography,Slumdog Millionaire,NONE
2009,Costume Design,Australia,NONE
2009,Costume Design,The Curious Case of Benjamin Button,NONE
2009,Costume Design,The Duchess,NONE
2009,Costume Design,Milk,NONE
2009,Costume Design,Revolutionary Road,NONE
2009,Director,The Curious Case of Benjamin Button,NONE
2009,Director,Frost/Nixon,NONE
2009,Director,Milk,NONE
2009,Director,The Reader,NONE
2009,Director,Slumdog Millionaire,NONE
2009,Documentary,The Betrayal,NONE
2009,Documentary,Encounters at the End of the World,NONE
2009,Documentary,The Garden,NONE
2009,Documentary,Man on Wire,NONE
2009,Documentary,Trouble the Water,NONE
2009,Documentary,The Conscience of Nhem En,NONE
2009,Documentary,The Final Inch,NONE
2009,Documentary,Smile Pinki,NONE
2009,Documentary,The Witness From the Balcony of Room 306,NONE
2009,Film Editing,The Curious Case of Benjamin Button,NONE
2009,Film Editing,The Dark Knight,NONE
2009,Film Editing,Frost/Nixon,NONE
2009,Film Editing,Milk,NONE
2009,Film Editing,Slumdog Millionaire,NONE
2009,Foreign Language Film,The Baader Meinhof Complex,NONE
2009,Foreign Language Film,The Class,NONE
2009,Foreign Language Film,Departures,NONE
2009,Foreign Language Film,Revanche,NONE
2009,Foreign Language Film,Waltz with Bashir,NONE
2009,Makeup and Hairstyling,The Curious Case of Benjamin Button,NONE
2009,Makeup and Hairstyling,The Dark Knight,NONE
2009,Makeup and Hairstyling,Hellboy II The Golden Army,NONE
2009,Production Design,Changeling,NONE
2009,Production Design,The Curious Case of Benjamin Button,NONE
2009,Production Design,The Dark Knight,NONE
2009,Production Design,The Duchess,NONE
2009,Production Design,Revolutionary Road,NONE
2009,Score,The Curious Case of Benjamin Button,NONE
2009,Score,Defiance,NONE
2009,Score,Milk,NONE
2009,Score,Slumdog Millionaire,NONE
2009,Score,WALL E,NONE
2009,Score,WALL E,NONE
2009,Score,Slumdog Millionaire,NONE
2009,Score,Slumdog Millionaire,NONE
2009,Screenplay - Adapted,The Curious Case of Benjamin Button,NONE
2009,Screenplay - Adapted,Doubt,NONE
2009,Screenplay - Adapted,Frost/Nixon,NONE
2009,Screenplay - Adapted,The Reader,NONE
2009,Screenplay - Adapted,Slumdog Millionaire,NONE
2009,Screenplay - Original,Frozen River,NONE
2009,Screenplay - Original,Happy Go Lucky,NONE
2009,Screenplay - Original,In Bruges,NONE
2009,Screenplay - Original,Milk,NONE
2009,Screenplay - Original,WALL E,NONE
2009,Visual Effects,The Curious Case of Benjamin Button,NONE
2009,Visual Effects,The Dark Knight,NONE
2009,Visual Effects,Iron Man,NONE
2009,Filler Data,Filler Data,NONE
2008,Actor - Leading Role,George Clooney,Michael Clayton
2008,Actor - Leading Role,Daniel Day Lewis,There Will Be Blood
2008,Actor - Leading Role,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street
2008,Actor - Leading Role,Tommy Lee Jones,In the Valley of Elah
2008,Actor - Leading Role,Viggo Mortensen,Eastern Promises
2008,Actor - Supporting Role,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford
2008,Actor - Supporting Role,Javier Bardem,No Country for Old Men
2008,Actor - Supporting Role,Philip Seymour Hoffman,Charlie Wilson's War
2008,Actor - Supporting Role,Hal Holbrook,Into the Wild
2008,Actor - Supporting Role,Tom Wilkinson,Michael Clayton
2008,Actress - Leading Role,Cate Blanchett,Elizabeth The Golden Age
2008,Actress - Leading Role,Julie Christie,Away from Her
2008,Actress - Leading Role,Marion Cotillard,La Vie en Rose
2008,Actress - Leading Role,Laura Linney,The Savages
2008,Actress - Leading Role,Ellen Page,Juno
2008,Actress - Supporting Role,Cate Blanchett,I'm Not There
2008,Actress - Supporting Role,Ruby Dee,American Gangster
2008,Actress - Supporting Role,Saoirse Ronan,Atonement
2008,Actress - Supporting Role,Amy Ryan,Gone Baby Gone
2008,Actress - Supporting Role,Tilda Swinton,Michael Clayton
2008,Animated Feature,Persepolis,NONE
2008,Animated Feature,Ratatouille,NONE
2008,Animated Feature,Surf's Up,NONE
2008,Best Picture,Atonement,NONE
2008,Best Picture,Juno,NONE
2008,Best Picture,Michael Clayton,NONE
2008,Best Picture,No Country for Old Men,NONE
2008,Best Picture,There Will Be Blood,NONE
2008,Cinematography,The Assassination of Jesse James by the Coward Robert Ford,NONE
2008,Cinematography,Atonement,NONE
2008,Cinematography,The Diving BelLAnd the Butterfly,NONE
2008,Cinematography,No Country for Old Men,NONE
2008,Cinematography,There Will Be Blood,NONE
2008,Costume Design,Across the Universe,NONE
2008,Costume Design,Atonement,NONE
2008,Costume Design,Elizabeth The Golden Age,NONE
2008,Costume Design,La Vie en Rose,NONE
2008,Costume Design,Sweeney Todd The Demon Barber of Fleet Street,NONE
2008,Director,The Diving BelLAnd the Butterfly,NONE
2008,Director,Juno,NONE
2008,Director,Michael Clayton,NONE
2008,Director,No Country for Old Men,NONE
2008,Director,There Will Be Blood,NONE
2008,Documentary,No End in Sight,NONE
2008,Documentary,Operation Homecoming Screenplay the Wartime Experience,NONE
2008,Documentary,Sicko,NONE
2008,Documentary,Taxi to the Dark Side,NONE
2008,Documentary,War Dance,NONE
2008,Documentary,Freeheld,NONE
2008,Documentary,La Corona,NONE
2008,Documentary,Salim Baba,NONE
2008,Documentary,Sari's Mother,NONE
2008,Film Editing,The Bourne Ultimatum,NONE
2008,Film Editing,The Diving BelLAnd the Butterfly,NONE
2008,Film Editing,Into the Wild,NONE
2008,Film Editing,No Country for Old Men,NONE
2008,Film Editing,There Will Be Blood,NONE
2008,Foreign Language Film,Beaufort,NONE
2008,Foreign Language Film,The Counterfeiters,NONE
2008,Foreign Language Film,Katyn,NONE
2008,Foreign Language Film,Mongol,NONE
2008,Foreign Language Film,12,NONE
2008,Makeup and Hairstyling,La Vie en Rose,NONE
2008,Makeup and Hairstyling,Norbit,NONE
2008,Makeup and Hairstyling,Pirates of the Caribbean At World's End,NONE
2008,Production Design,American Gangster,NONE
2008,Production Design,Atonement,NONE
2008,Production Design,The Golden Compass,NONE
2008,Production Design,Sweeney Todd The Demon Barber of Fleet Street,NONE
2008,Production Design,There Will Be Blood,NONE
2008,Score,Atonement,NONE
2008,Score,The Kite Runner,NONE
2008,Score,Michael Clayton,NONE
2008,Score,Ratatouille,NONE
2008,Score,3 10 to Yuma,NONE
2008,Score,Once,NONE
2008,Score,Enchanted,NONE
2008,Score,August Rush,NONE
2008,Score,Enchanted,NONE
2008,Score,Enchanted,NONE
2008,Screenplay - Adapted,Atonement,NONE
2008,Screenplay - Adapted,Away from Her,NONE
2008,Screenplay - Adapted,The Diving BelLAnd the Butterfly,NONE
2008,Screenplay - Adapted,No Country for Old Men,NONE
2008,Screenplay - Adapted,There Will Be Blood,NONE
2008,Screenplay - Original,Juno,NONE
2008,Screenplay - Original,Lars and the Real Girl,NONE
2008,Screenplay - Original,Michael Clayton,NONE
2008,Screenplay - Original,Ratatouille,NONE
2008,Screenplay - Original,The Savages,NONE
2008,Visual Effects,The Golden Compass,NONE
2008,Visual Effects,Pirates of the Caribbean At World's End,NONE
2008,Visual Effects,Transformers,NONE
2008,Filler Data,Filler Data,NONE
2007,Actor - Leading Role,Leonardo DiCaprio,Blood Diamond
2007,Actor - Leading Role,Ryan Gosling,Half Nelson
2007,Actor - Leading Role,Peter O'Toole,Venus
2007,Actor - Leading Role,Will Smith,The Pursuit of Happyness
2007,Actor - Leading Role,Forest Whitaker,The Last King of Scotland
2007,Actor - Supporting Role,Alan Arkin,Little Miss Sunshine
2007,Actor - Supporting Role,Jackie Earle Haley,Little Children
2007,Actor - Supporting Role,Djimon Hounsou,Blood Diamond
2007,Actor - Supporting Role,Eddie Murphy,Dreamgirls
2007,Actor - Supporting Role,Mark Wahlberg,The Departed
2007,Actress - Leading Role,Penolope Cruz,Volver
2007,Actress - Leading Role,Judi Dench,Notes on a Scandal
2007,Actress - Leading Role,Helen Mirren,The Queen
2007,Actress - Leading Role,Meryl Streep,The Devil Wears Prada
2007,Actress - Leading Role,Kate Winslet,Little Children
2007,Actress - Supporting Role,Adriana Barraza,Babel
2007,Actress - Supporting Role,Cate Blanchett,Notes on a Scandal
2007,Actress - Supporting Role,Abigail Breslin,Little Miss Sunshine
2007,Actress - Supporting Role,Jennifer Hudson,Dreamgirls
2007,Actress - Supporting Role,Rinko Kikuchi,Babel
2007,Animated Feature,Cars,NONE
2007,Animated Feature,Happy Feet,NONE
2007,Animated Feature,Monster House,NONE
2007,Best Picture,Babel,NONE
2007,Best Picture,The Departed,NONE
2007,Best Picture,Letters from Iwo Jima,NONE
2007,Best Picture,Little Miss Sunshine,NONE
2007,Best Picture,The Queen,NONE
2007,Cinematography,The Black Dahlia,NONE
2007,Cinematography,Children of Men,NONE
2007,Cinematography,The Illusionist,NONE
2007,Cinematography,Pan's Labyrinth,NONE
2007,Cinematography,The Prestige,NONE
2007,Costume Design,Curse of the Golden Flower,NONE
2007,Costume Design,The Devil Wears Prada,NONE
2007,Costume Design,Dreamgirls,NONE
2007,Costume Design,Marie Antoinette,NONE
2007,Costume Design,The Queen,NONE
2007,Director,Babel,NONE
2007,Director,The Departed,NONE
2007,Director,Letters from Iwo Jima,NONE
2007,Director,The Queen,NONE
2007,Director,United 93,NONE
2007,Documentary,Deliver Us from Evil,NONE
2007,Documentary,An Inconvenient Truth,NONE
2007,Documentary,Iraq in Fragments,NONE
2007,Documentary,Jesus Camp,NONE
2007,Documentary,My Country My Country,NONE
2007,Documentary,The Blood of Yingzhou District,NONE
2007,Documentary,Recycled Life,NONE
2007,Documentary,Rehearsing a Dream,NONE
2007,Documentary,Two Hands,NONE
2007,Film Editing,Babel,NONE
2007,Film Editing,Blood Diamond,NONE
2007,Film Editing,Children of Men,NONE
2007,Film Editing,The Departed,NONE
2007,Film Editing,United 93,NONE
2007,Foreign Language Film,After the Wedding,NONE
2007,Foreign Language Film,Days of Glory,NONE
2007,Foreign Language Film,The Lives of Others,NONE
2007,Foreign Language Film,Pan's Labyrinth,NONE
2007,Foreign Language Film,Water,NONE
2007,Makeup and Hairstyling,Apocalypto,NONE
2007,Makeup and Hairstyling,Click,NONE
2007,Makeup and Hairstyling,Pan's Labyrinth,NONE
2007,Production Design,Dreamgirls,NONE
2007,Production Design,The Good Shepherd,NONE
2007,Production Design,Pan's Labyrinth,NONE
2007,Production Design,Pirates of the Caribbean Dead Man's Chest,NONE
2007,Production Design,The Prestige,NONE
2007,Score,Babel,NONE
2007,Score,The Good German,NONE
2007,Score,Notes on a Scandal,NONE
2007,Score,Pan's Labyrinth,NONE
2007,Score,The Queen,NONE
2007,Score,An Inconvenient Truth,NONE
2007,Score,Dreamgirls,NONE
2007,Score,Dreamgirls,NONE
2007,Score,Cars,NONE
2007,Score,Dreamgirls,NONE
2007,Screenplay - Adapted,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,NONE
2007,Screenplay - Adapted,Children of Men,NONE
2007,Screenplay - Adapted,The Departed,NONE
2007,Screenplay - Adapted,Little Children,NONE
2007,Screenplay - Adapted,Notes on a Scandal,NONE
2007,Screenplay - Original,Babel,NONE
2007,Screenplay - Original,Letters from Iwo Jima,NONE
2007,Screenplay - Original,Little Miss Sunshine,NONE
2007,Screenplay - Original,Pan's Labyrinth,NONE
2007,Screenplay - Original,The Queen,NONE
2007,Visual Effects,Pirates of the Caribbean Dead Man's Chest,NONE
2007,Visual Effects,Poseidon,NONE
2007,Visual Effects,Superman Returns,NONE
2007,Filler Data,Filler Data,NONE
2006,Actor - Leading Role,Philip Seymour Hoffman,Capote
2006,Actor - Leading Role,Terrence Howard,Hustle Flow
2006,Actor - Leading Role,Heath Ledger,Brokeback Mountain
2006,Actor - Leading Role,Joaquin Phoenix,Walk the Line
2006,Actor - Leading Role,David Strathairn,Good Night and Good Luck
2006,Actor - Supporting Role,George Clooney,Syriana
2006,Actor - Supporting Role,Matt Dillon,Crash
2006,Actor - Supporting Role,Paul Giamatti,Cinderella Man
2006,Actor - Supporting Role,Jake Gyllenhaal,Brokeback Mountain
2006,Actor - Supporting Role,William Hurt,A History of Violence
2006,Actress - Leading Role,Judi Dench,Mrs Henderson Presents
2006,Actress - Leading Role,Felicity Huffman,Transamerica
2006,Actress - Leading Role,Keira Knightley,Pride and Prejudice
2006,Actress - Leading Role,Charlize Theron,North Country
2006,Actress - Leading Role,Reese Witherspoon,Walk the Line
2006,Actress - Supporting Role,Amy Adams,Junebug
2006,Actress - Supporting Role,Catherine Keener,Capote
2006,Actress - Supporting Role,Frances McDormand,North Country
2006,Actress - Supporting Role,Rachel Weisz,The Constant Gardener
2006,Actress - Supporting Role,Michelle Williams,Brokeback Mountain
2006,Animated Feature,Howls Moving Castle,Hayao Miyazaki
2006,Animated Feature,Tim Burton's Corpse Bride,NONE
2006,Animated Feature,Wallace and Gromit in The Curse of the Were Rabbit,NONE
2006,Best Picture,Brokeback Mountain,NONE
2006,Best Picture,Capote,NONE
2006,Best Picture,Crash,NONE
2006,Best Picture,Good Night and Good Luck,NONE
2006,Best Picture,Munich,NONE
2006,Cinematography,Batman Begins,NONE
2006,Cinematography,Brokeback Mountain,NONE
2006,Cinematography,Good Night and Good Luck,NONE
2006,Cinematography,Memoirs of a Geisha,NONE
2006,Cinematography,The New World,NONE
2006,Costume Design,Charlie and the Chocolate Factory,NONE
2006,Costume Design,Memoirs of a Geisha,NONE
2006,Costume Design,Mrs Henderson Presents,NONE
2006,Costume Design,Pride and Prejudice,NONE
2006,Costume Design,Walk the Line,NONE
2006,Director,Brokeback Mountain,NONE
2006,Director,Capote,NONE
2006,Director,Crash,NONE
2006,Director,Good Night and Good Luck,NONE
2006,Director,Munich,NONE
2006,Documentary,Enron The Smartest Guys in the Room,NONE
2006,Documentary,March of the Penguins,NONE
2006,Documentary,Murderball,NONE
2006,Documentary,Street Fight,NONE
2006,Documentary,The Death of Kevin Carter Casualty of the Bang Bang Club,NONE
2006,Documentary,God Sleeps in Rwanda,NONE
2006,Documentary,The Mushroom Club,NONE
2006,Documentary,A Note of Triumph The Golden Age of Norman Corwin,NONE
2006,Film Editing,Cinderella Man,NONE
2006,Film Editing,The Constant Gardener,NONE
2006,Film Editing,Crash,NONE
2006,Film Editing,Munich,NONE
2006,Film Editing,Walk the Line,NONE
2006,Foreign Language Film,Don't Tell,NONE
2006,Foreign Language Film,Joyeux No‚l,NONE
2006,Foreign Language Film,Paradise Now,NONE
2006,Foreign Language Film,Sophie Scholl The Final Days,NONE
2006,Foreign Language Film,Tsotsi,NONE
2006,Makeup and Hairstyling,The Chronicles of Narnia The Lion the Witch and the Wardrobe,NONE
2006,Makeup and Hairstyling,Cinderella Man,NONE
2006,Makeup and Hairstyling,Star Wars Episode III Revenge of the Sith,NONE
2006,Production Design,Good Night and Good Luck,NONE
2006,Production Design,Harry Potter and the Goblet of Fire,NONE
2006,Production Design,King Kong,NONE
2006,Production Design,Memoirs of a Geisha,NONE
2006,Production Design,Pride and Prejudice,NONE
2006,Score,Brokeback Mountain,NONE
2006,Score,The Constant Gardener,NONE
2006,Score,Memoirs of a Geisha,NONE
2006,Score,Munich,NONE
2006,Score,Pride and Prejudice,NONE
2006,Score,Crash,NONE
2006,Score,Hustle and Flow,NONE
2006,Score,Transamerica,NONE
2006,Screenplay - Adapted,Brokeback Mountain,NONE
2006,Screenplay - Adapted,Capote,NONE
2006,Screenplay - Adapted,The Constant Gardener,NONE
2006,Screenplay - Adapted,A History of Violence,NONE
2006,Screenplay - Adapted,Munich,NONE
2006,Screenplay - Original,Crash,NONE
2006,Screenplay - Original,Good Night and Good Luck,NONE
2006,Screenplay - Original,Match Point,NONE
2006,Screenplay - Original,The Squid and the Whale,NONE
2006,Screenplay - Original,Syriana,NONE
2006,Visual Effects,The Chronicles of Narnia The Lion the Witch and the Wardrobe,NONE
2006,Visual Effects,King Kong,NONE
2006,Visual Effects,War of the Worlds,NONE
2006,Filler Data,Filler Data,NONE
2005,Actor - Leading Role,Don Cheadle,Hotel Rwanda
2005,Actor - Leading Role,Johnny Depp,Finding Neverland
2005,Actor - Leading Role,Leonardo DiCaprio,The Aviator
2005,Actor - Leading Role,Clint Eastwood,Million Dollar Baby
2005,Actor - Leading Role,Jamie Foxx,Ray
2005,Actor - Supporting Role,Alan Alda,The Aviator
2005,Actor - Supporting Role,Thomas Haden Church,Sideways
2005,Actor - Supporting Role,Jamie Foxx,Collateral
2005,Actor - Supporting Role,Morgan Freeman,Million Dollar Baby
2005,Actor - Supporting Role,Clive Owen,Closer
2005,Actress - Leading Role,Annette Bening,Being Julia
2005,Actress - Leading Role,Catalina Sandino Moreno,Maria Full of Grace
2005,Actress - Leading Role,Imelda Staunton,Vera Drake
2005,Actress - Leading Role,Hilary Swank,Million Dollar Baby
2005,Actress - Leading Role,Kate Winslet,Eternal Sunshine of the Spotless Mind
2005,Actress - Supporting Role,Cate Blanchett,The Aviator
2005,Actress - Supporting Role,Laura Linney,Kinsey
2005,Actress - Supporting Role,Virginia Madsen,Sideways
2005,Actress - Supporting Role,Sophie Okonedo,Hotel Rwanda
2005,Actress - Supporting Role,Natalie Portman,Closer
2005,Animated Feature,The Incredibles,NONE
2005,Animated Feature,Shark Tale,NONE
2005,Animated Feature,Shrek 2,NONE
2005,Best Picture,The Aviator,NONE
2005,Best Picture,Finding Neverland,NONE
2005,Best Picture,Million Dollar Baby,NONE
2005,Best Picture,Ray,NONE
2005,Best Picture,Sideways,NONE
2005,Cinematography,The Aviator,NONE
2005,Cinematography,House of Flying Daggers,NONE
